Nombre para mostrar;Clr Clb Newucmdb;Clr Service Code;Subtipo;Grupo de administración de configuración;Clr Istatus;Título;Comentarios;Clr Arr Location;Fecha y hora de modificación del sistema
"ccp-sso";"true";"UKL0180";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI - CCP-SSO";"CCM-PP01-CL01 | Virtualization Layer Software (ccm-pp01-cl01-esxvs001.cloudclaro.co)";"27/03/23 22:39:43"
"jr302-04";"true";"FQA0205";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP// BOGOTÁ DC // DATACENTER TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT142_TRI_DED_COREC1_ACI | Virtualization Layer Software (d-fqa0150-gbc15-20-2288hv5)";"17/02/23 22:33:16"
"grindor_agd0521new";"true";"AGD0521";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // CORREO // BOGOTA // TRIARA - MV BI BASE DE DATOS Y ETL // HOSTING (HOSTING VIRTUAL) //   AGD0521";"CLT115_TRI_DED_GRUPOAVAL002 _FP | Virtualization Layer Software";"22/04/23 21:16:07"
"svrtev2";"true";"TTF0016";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SQL .// HOSTING DEDICADO (PROYECTO TRANSPORTES TEV) // BOGOTA";"CLT302_TRI_COM_DECACORE001 | Virtualization Layer Software (c-tfm0569-cp27-2202-bl620)";"18/04/23 22:38:25"
"ad1";"true";"BEB0022";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // SAP 6000002523 // BOGOTA // TRIARA // HOSTING Nodo 1";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software (c-tfm4569-gaf03-08-sr645)";"17/02/23 22:33:44"
"prdpvwpniiffs";"true";"ZBHB508";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP  // BOGOTA // DATACENTER TRIARA KILOMETRO 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA) // SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES) //  //AUTOMATICO MASIVO INCIDENTES";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb438-gaf03-27-dl360g10)";"21/03/23 22:42:19"
"smatp2";"true";"TFM2121";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_GESTIÓN_Y_MONITOREO_PROY_SOC_VIRTUAL_4";"CLT230_TRI_INT_GESTION_OSS | Virtualization Layer Software (d-tfm4563-gah12-13-sr645)";"14/04/23 22:31:27"
"srvarmwsus";"true";"OFB0098";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP  // ARMENIA // AVENIDA CENTENARIO CARRERA 6 A NO 2-63 (CANAL PRINCIPAL CLARO) // SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT) // REMPLAZO DE OT 17174060 //AUTOMATICO MASIVO INCIDENTES";"CLT157_TRI_DED_ONCOLOGOS | Virtualization Layer Software (sv-arm-wsus)";"24/03/23 10:29:57"
"sitescope_tokio";"true";"TFM0772";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"CI - TOKIO - TFM0772";"CLT222_TRI_INT_INFRAESTRUCTURA | Virtualization Layer Software (d-tfm2943-gae15-0208-ch121v5)";"22/04/23 21:12:43"
"y2iisfoprd2";"true";"UEV0154";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP//  BOGOTA // DC TRIARA // HOSTING (HOSTING VIRTUAL) //";"CLT309_TRI_COM_OCTADECACORE05_ACI | Virtualization Layer Software (d-tfm3142-fbe38-0208-sn550g2)";"17/04/23 22:36:45"
"vmpfreud";"true";"LQHZ014";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCAIL CORP // CORREO // BOGOTA // TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT306_TRI_COM_OCTADECACORE02_FP | Virtualization Layer Software (c-tfm2451-cn05-0210-ch121v3.datacenterdhs.local)";"17/02/23 22:40:43"
"rio";"true";"ZGKK201";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//  BOGOTÁ DC // DC INVIMA // SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT)";"";"22/04/23 20:46:23"
"prdpvwpfacelwb1";"true";"ZBHB301";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//BOGOTÁ//DATACENTER TRIARA, KM. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA)//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb438-gaf03-27-dl360g10)";"21/03/23 22:41:27"
"gir-esm-tnb-1-1";"true";"TFM3353";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO BOGOTÁ //TRIARA //SERVIDOR VIRTUAL PCCAAS NUEVOS TENANTS PRODUCTIVOS NEXA TRIARA SERVER 191 //HOSTING (HOSTING VIRTUAL)";"CLT219_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm3180-fbe41-0202-sn550g2)";"14/04/23 22:31:30"
"obmdbp1";"true";"TFM2147";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_GESTIÓN_Y_MONITOREO_PROY_SOC_VIRTUAL_30";"CLT212_TRI_INT_GESTION_MONITOREO | Virtualization Layer Software (d-tfm1936-ef26-1617-rh2288v3)";"14/04/23 22:42:36"
"prdpvwts2gap2";"true";"ZBHB346";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//BOGOTÁ//DATACENTER TRIARA, KM. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA)//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb420-gae03-27-dl360g10)";"21/03/23 22:38:37"
"serverprod01";"true";"SSDIF12";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM PYME //   COTA // DATACENTER TRIARA // PRINCIPAL  // HOSTING (HOSTING VIRTUAL)";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software";"17/02/23 22:40:15"
"cali";"true";"CCFCC64";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORP // BOGOTA //  TRIARA BOG  // HOSTING (HOSTING VIRTUAL) /";"CLT001_COMFENALCO_TRIARA | Virtualization Layer Software (c-tfm3934-gax15-0202-ch121v5)";"22/04/23 21:08:03"
"hadar1";"true";"TMP0703";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA // MV HADAR2 // HOSTING (HOSTING VIRTUAL)";"CLT140_TRI_DED_GRUPOAVAL006_FP | Virtualization Layer Software (d-tfm3992-cv20-0211-ch121v5)";"12/04/23 22:37:47"
"win-ap0iacrorp5";"true";"OCH0079";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP//BOGOTA //TRIARA // HOSTING (HOSTING VIRTUAL) //FO";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software";"17/03/23 10:02:51"
"prdpvwtisoatwb";"true";"ZBHB340";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//BOGOTÁ//DATACENTER TRIARA, KM. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA)//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICAR";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb422-gae03-29-dl360g10)";"04/04/23 22:32:39"
"osiris";"true";"KFFT094";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPORATIVO // BOGOTA // TRIARA // HOSTING (Hosting Virtual) // KFFT094 - OSIRIS";"CLT308_TRI_COM_OCTADECACORE04_FP | Virtualization Layer Software (c-tfm3082-eq18-0216-ch121v5.datacenterdhs.local)";"24/03/23 22:32:19"
"agi-printer";"true";"AUO0127";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA // TRIARA // HOSTING (HOSTING VIRTUAL) //  //AUTOMATICO MASIVO INCIDENTES";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software";"17/02/23 22:39:14"
"ofb0125_ofb";"true";"OFB0125";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // PEREIRA // AVENIDA CIRCUNVALAR 1 46 ONCOLOGOS //  HOSTING (HOSTING DEDICADO)";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software (c-tfm4567-gbd15-22-sr645)";"18/02/23 21:04:22"
"agc-dc01";"true";"AUO0117";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA // TRIARA // HOSTING (HOSTING VIRTUAL) //  //AUTOMATICO MASIVO INCIDENTES";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software";"17/02/23 22:39:57"
"cecosvc-tritab01";"true";"SQD0110";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // CORREO // BOGOTA // DATACENTER TRIARA // HOSTING // Servidores Virtuales";"CLT303_TRI_COM_DECACORE002 | Virtualization Layer Software (c-tfm1044-fav25-1202-bl620g7.datacenterdhs.local)";"18/02/23 21:06:41"
"hacdsd";"true";"IHA0030";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA - DATACENTER TRIARA  // HOSTING (HOSTING VIRTUAL) //AUTOMATICO MASIVO INCIDENTES";"CLT104_TRI_INT_SAPHANA | Virtualization Layer Software (d-tmf4631-faw30-27-sr950)";"22/02/23 22:34:23"
"bpmg01";"true";"TFM4086";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECO_MEDICION_DEVELOCIDAD_VIRTUAL_1";"CLT230_TRI_INT_GESTION_OSS | Virtualization Layer Software (d-tfm4563-gah12-13-sr645)";"14/04/23 22:44:37"
"evm-pbd02-pfs";"true";"ZBHB166";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//BOGOTÁ//DATACENTER TRIARA, KILOMETRO 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA)//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4067-gax15-0210-ch121v5)";"21/03/23 22:39:15"
"srvvsamapl02";"true";"ZGKK242";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//  BOGOTÁ DC // DC INVIMA // SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT)";"";"22/04/23 20:44:50"
"eservices2-1";"true";"TFM1304";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL// HOSTING// ORTEZAL  BOGOTA";"CLT203_PCAAS_ORTEZAL | Virtualization Layer Software (d-tfm3240-ac19-0402-sn550g2)";"15/04/23 21:07:54"
"prv0215";"true";"PRV1013";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP. COMERCIAL CORP. // CORREO // Bogotá // Ortezal // HOSTING";"CLT101_ORT_DED_AVALIPAG9 | Virtualization Layer Software (d-tfm1673-ad06-2303-bl460cg9)";"18/02/23 21:04:27"
"servrnnc";"true";"CIEXQ03";"Windows";"Datacenter - Admin Microsoft";"(activo)";"RESPALDO EN LINEA";"SOAV CORP// VENTA CLOUD Respaldo en Línea Pequeña Empresa 5PC 125GB";"CLT305_TRI_COM_OCTADECACORE_FP | Virtualization Layer Software (c-tfm2201-far30-0408-ch121v3)";"17/04/23 22:45:40"
"dpvmrd01";"true";"DFJ0202";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COMERCIAL CORP  //  SERVICIOS ESPECIALES DATACENTER // IAAS // PROYECTO PRC 1125  // TRIARA // BOGOTA";"";"22/04/23 20:43:57"
"cej0015";"true";"CEJ0015";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"Instalación por Traslado entre Clientes";"CLT305_TRI_COM_OCTADECACORE_FP | Virtualization Layer Software (c-tfm2201-far30-0408-ch121v3)";"17/04/23 22:43:52"
"cerespru";"true";"FLP0063";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO //   HOSTING (HOSTING VIRTUAL)//NO APLICA//MEDELLÍN//MEGACENTER";"CLT306_TRI_COM_OCTADECACORE02_FP | Virtualization Layer Software (c-tfm2438-eq18-0209-ch121v3.datacenterdhs.local)";"17/04/23 22:45:28"
"prdpvwpdigwb4";"true";"ZBHB436";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//MEDELLÍN//DATACENTER EL POBLADO, GTD COLOMBIA, CARRERA 45 #14 -111//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA // REEMPLAZO DE OT 16397380";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb423-gaf03-29-dl360g10)";"21/03/23 22:42:35"
"ahcas82-ipad10";"true";"AHCAS82";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORP//CORREO//HOSTING (HOSTING VIRTUAL)//DATACENTER TRIARA//BOGOTA";"";"18/02/23 20:38:22"
"rxi0024";"true";"RXI0024";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL // CORREO // TRIARA  //  BOGOTA // HOSTING (HOSTING VIRTUAL)  // 8GB// REMPLAZO DE LA OT 13580842 // PROYECTO 1453";"CLT307_TRI_COM_OCTADECACORE03_FP | Virtualization Layer Software";"22/04/23 21:07:31"
"gir3-nexa-a-2-1";"true";"TFM3429";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO BOGOTÁ //TRIARA //SERVIDOR VIRTUAL PCCAAS NUEVOS TENANTS PRODUCTIVOS NEXA TRIARA SERVER 212 //HOSTING (HOSTING VIRTUAL)";"CLT220_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm3753-gah12-0201-sn550g2)";"14/04/23 22:31:12"
"aldebran";"true";"TMP0659";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA  // AGATA MV //HOSTING (HOSTING VIRTUAL)";"CLT140_TRI_DED_GRUPOAVAL006_FP | Virtualization Layer Software (d-tfm3991-cv20-0210-ch12v5)";"18/02/23 21:15:12"
"triserverweb";"true";"OCH0114";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP//BOGOTA //TRIARA // HOSTING (HOSTING VIRTUAL) //FO // 2 MESES AL 50% DE DESCUENTO";"CLT309_TRI_COM_OCTADECACORE05_ACI | Virtualization Layer Software (d-tfm3139-fbe38-0205-sn550g2)";"30/03/23 22:32:18"
"y2iisforytqa";"true";"UEV0168";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP//  BOGOTA // DC TRIARA // HOSTING (HOSTING VIRTUAL) //";"CLT309_TRI_COM_OCTADECACORE05_ACI | Virtualization Layer Software (c-tfm3135-fbe38-0201-sn550g2)";"18/02/23 21:14:49"
"demeter";"true";"GEG0113";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO // SIBERIA  DATACENTER TRIARA // HOSTING (Hosting Virtual)";"CLT306_TRI_COM_OCTADECACORE02_FP | Virtualization Layer Software (c-tfm2452-eq18-0201-ch121v3.datacenterdhs.local)";"18/02/23 21:04:50"
"srvbackcer-labgea1";"true";"TFM3234";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIALCORPO // CORREO //BOGOTÁ //TRIARA //HOSTING (Hosting Dedicado) //TFMX020";"CLT307_TRI_COM_OCTADECACORE03_FP | Virtualization Layer Software (c-tfm2796-eq18-0206-ch121v5)";"17/02/23 22:37:01"
"davi-ctvoicebot-01";"true";"RKOL316";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA // TRIARA // HOSTING (HOSTING DEDICADO)";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4076-gai12-0204-ch121v5)";"17/02/23 22:39:32"
"wdnsocppr";"true";"VHQ0304";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_KUBERNETES_OPENSHIT_FISICO_26";"";"22/04/23 20:44:53"
"srvvsqlcont";"true";"ZGKK304";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//  BOGOTÁ DC // DC INVIMA // SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT)";"";"22/04/23 20:46:13"
"apmdpsp2";"true";"TFM2245";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_RENOVACIÓN_PLATAFORMA_GESTIÓN_VIRTUAL_#3";"CLT212_TRI_INT_GESTION_MONITOREO | Virtualization Layer Software (d-tfm2015-ef26-3132-rh2288v3)";"17/02/23 22:34:49"
"athtssaprod";"true";"ATH3805";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA // MV BMC TRUESIGHT NETWORK AUTOMATION /HOSTING (HOSTING VIRTUAL)";"CLT140_TRI_DED_GRUPOAVAL006_FP | Virtualization Layer Software (d-tfm3993-cv20-0212-ch121v5)";"31/03/23 22:33:21"
"ottu1";"true";"TMP0274";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // MAIL // IAAS MIGRACION DC // HOSTING // CRM (CRMDBPRD) 1";"CLT114_TRI_DED_GRUPOAVAL001_FP | Virtualization Layer Software (d-tfm1667-faf05-0103-bl460cg9.datacenterdhs.local)";"05/04/23 22:39:20"
"ris2";"true";"CLL0187";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA //  DATACENTER TRIARA  // HOSTING (HOSTING VIRTUAL)";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software (c-tfm4567-gbd15-22-sr645)";"17/02/23 22:35:12"
"srv-braun";"true";"OFB0039";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA // DATACENTER TRIARA // HOSTING (HOSTING VIRTUAL) //AUTOMATICO MASIVO INCIDENTES";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4070-gax15-0213-ch121v5)";"18/02/23 21:12:34"
"wpollerprod25";"true";"ZAZ0134";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_MIGRACION_SERVIDORES_WINDOWS_OBSOLETOS_VIRTUAL_7";"CLT232_TRI_INT_INFRAESTRUCTURA_OSS | Virtualization Layer Software (d-tfm4491-if315-33-1288hv5)";"31/03/23 22:45:11"
"srvrk4acceso";"true";"CMREY16";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP // BOGOTÁ DC//SERVICIOS ESPECIALES DATACENTER";"";"22/04/23 20:44:26"
"ucmap1";"true";"TFM2133";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_GESTIÓN_Y_MONITOREO_PROY_SOC_VIRTUAL_16";"CLT212_TRI_INT_GESTION_MONITOREO | Virtualization Layer Software (d-tfm2016-ef26-2930-rh2288v3)";"14/04/23 22:42:10"
"fiduanti01";"true";"SFD0035";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL // CORREO // BOGOTA // DATACENTER TRIARA  // HOSTING (HOSTING VIRTUAL)";"CLT127_TRI_DED_FIDUAGRARIA_FP | Virtualization Layer Software (d-sfd0085-eq18-0210-ch121v3)";"17/02/23 22:40:27"
"cim-orion1-1";"true";"TFM1905";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // CORREO // BOGOTÁ // DATACENTER TRIARA // PCCAAS // HOSTING";"CLT216_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm2485-fbd30-2605-bl460cg10)";"14/04/23 22:31:43"
"dns-ocpelk";"true";"TFM4998";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_DNS_PLATAFORMA_OPENSHIFT_ELK_VIRTUAL_1";"CLT222_TRI_INT_ELASTIC | Virtualization Layer Software (d-tfm4700-if310-35-1288hv5)";"17/02/23 22:40:11"
"wipaapprdiso01";"true";"SAS0204";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"WIPAAPPRDISO01 ISOLUCIÓN";"CLT126_TRI_DED_GRUPOAVAL004_FP | Virtualization Layer Software (d-tfm4559-cv20-0213-ch121v3)";"18/02/23 21:08:53"
"prv0226";"true";"PRV1022";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP. COMERCIAL CORP. // CORREO // Bogotá // Ortezal // HOSTING";"CLT101_ORT_DED_AVALIPAG9 | Virtualization Layer Software (d-tfm4905-ad06-2311-bl460cg9)";"18/02/23 21:10:09"
"sanvssql01";"true";"SANAU57";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA // TRIARA  // HOSTING (HOSTING VIRTUAL) //  //AUTOMATICO MASIVO INCIDENTES";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software (c-tfm4567-gbd15-22-sr645)";"17/04/23 22:44:20"
"ottu2";"true";"TMP0275";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // MAIL // IAAS MIGRACION DC // HOSTING // CRM (CRMDBPRD) 2 TMP0275";"CLT114_TRI_DED_GRUPOAVAL001_FP | Virtualization Layer Software (d-tfm1667-faf05-0103-bl460cg9.datacenterdhs.local)";"18/02/23 21:15:09"
"srv-caos4";"true";"TFM0477";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"CI_Gestion Acceso SVR Datacenter2";"CLT210_TRI_INT_INFRAESTRUCTURA | Virtualization Layer Software (d-tfm2460-cn05-0212-ch121v3)";"10/03/23 22:38:52"
"ttf0078";"true";"TTF0078";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA // DATACENTER TRIARA // HOSTING (HOSTING VIRTUAL) //";"CLT302_TRI_COM_DECACORE001 | Virtualization Layer Software";"05/04/23 22:45:32"
"gir-esm-ccc2-1";"true";"TFM3927";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_PCCAAS OMNICANALIDAD -GIR_VIRTUAL_4";"CLT203_PCAAS_ORTEZAL | Virtualization Layer Software (d-tfm3240-ac19-0402-sn550g2)";"15/04/23 21:09:07"
"sappeps02";"true";"FENA037";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP  // HOSTING (Hosting Virtual) // DATACENTER TRIARA // BOGOTA FENA037";"CLT305_TRI_COM_OCTADECACORE_FP | Virtualization Layer Software (c-tfm2053-far30-0407-ch121v3)";"17/02/23 22:34:53"
"hacwebbog01";"true";"IHA0078";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // MEDELLIN // TRIARA  // HOSTING (HOSTING VIRTUAL) //  //AUTOMATICO MASIVO INCIDENTES";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software (c-tfm4567-gbd15-22-sr645)";"17/04/23 22:44:36"
"srvv5sfb";"true";"ZGKK183";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//  BOGOTÁ DC // DC INVIMA // SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT)";"";"22/04/23 20:43:59"
"elara";"true";"KFFT090";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORPO // CORREO // BOGOTA  // TRIARA // HOSTING (Hosting Virtual)";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4067-gax15-0210-ch121v5)";"17/04/23 22:34:53"
"prdavwpfrwllap";"true";"ZBHB381";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//BOGOTÁ//DATACENTER TRIARA, KM. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA)//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA";"CLT101_GTD_PREVISORA | Virtualization Layer Software (d-zbhb426-2eda39-32-dl360g10)";"24/03/23 22:38:38"
"y2sqldevqa";"true";"UEV0164";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP//  BOGOTA // DC TRIARA // HOSTING (HOSTING VIRTUAL) //";"CLT309_TRI_COM_OCTADECACORE05_ACI | Virtualization Layer Software (c-tfm3136-fbe38-0202-sn550g2)";"18/02/23 21:15:14"
